"Location","Production","Startup",
"Gunzwil","103.7","2012",
"Watt","104","2010",
"Sirnach","104","2008",
"Renens","104","2013",
"Alpnachstad","104","2015",
"Rupperswil","104","2012",
"Yvonand","104.2","2012",
"Mettmenstetten","104.7","2013",
"Haslen","104.7","2011",
"Bünzen","104.7","2016",
"Jonen","105","2011",
"Buchillon","105","2011",
"Oberdorf","105","2013",
"Obergurzelen","105","2011",
"Fanas","105","2015",
"Ried-Brig","105","2012",
"St. Gallen","105.1","2012",
"Aarwangen","105.1","2009",
"Fislisbach","105.3","2012",
"Fulenbach","105.5","2011",
"Basel","105.5","2011",
"Curtilles","105.5","2011",
"Bussy","105.6","2012",
"Ruschein","105.6","2015",
"Bäretswil","105.6","2015",
"Luzern","105.8","2009",
"Steffisburg","105.9","2012",
"Sirnach","106","2013",
"Bellwald","106.1","2015",
"Udligenswil","106.2","2016",
"Büren an der Aare","106.5","2009",
"Ursenbach","106.5","2012",
"Nesslau","107.1","2015",
"Güttingen","107.2","2017",
"Lommis","107.2","2011",
"Corminboeuf","107.2","2011",
"Baldegg","107.4","2015",
"Gontenbad","107.4","2016",
"Seewen","107.4","2011",
"Neuendorf","107.5","2011",
"Fällanden","107.5","2011",
"St-Légier-La Chiésaz","107.6","2013",
"Saanenmöser","107.6","2015",
"Lanzenhausern","107.8","2009",
"Rohrbach","107.8","2011",
"Rohrbach","107.8","2011",
"Yens","107.9","2015",
"Emmenbrücke","107.9","2014",
"Hünenberg","108","2012",
"Murzelen","108.1","2013",
"Entlebuch","108.1","2011",
"Entlebuch","108.1","2011",
"Brunnen","108.3","2011",
"Ebikon","108.4","2015",
"Schüpfheim","108.6","2011",
"Basadingen","108.7","2013",
"Zug","108.9","2012",
"Wilen","108.9","2012",
"Allmendingen","109","2011",
"Benzenschwil","109","2012",
"Merishausen","109.1","2012",
"Wermatswil","109.1","2016",
"Rottenschwil","109.2","2016",
"Basel","109.4","2012",
"Altstätten","109.5","2013",
"Chandon","109.7","2013",
"Matran","109.8","2009",
"Fischbach","109.9","2010",
"Unteraegeri","110","2013",
"Schenkon","110","2015",
"Le Landeron","110","2006",
"Allschwil","110.1","2011",
"Schweizersholz","110.2","2012",
"Malters","110.2","2012",
"Löhningen","110.2","2014",
"Innerthal","110.3","2015",
"Vernayaz","110.4","2015",
"Charrat","110.5","2015",
"Rain","110.5","2013",
"Sempach-Station","110.9","2011",
"Urdorf","111.3","2015",
"Flums","111.3","2017",
"Schnottwil","111.3","2015",
"Weinfelden","111.3","2011",
"Boningen","111.4","2012",
"Winterthur","111.8","2015",
"Bonstetten","111.8","2014",
"Gossau","112","2010",
"Fischingen","112.1","2013",
"Villars-le-Grand","112.2","2012",
"Rheinfelden","112.2","2014",
"Rheinfelden","112.2","2014",
"Affeltrangen","112.2","2012",
"Fanas","112.4","2010",
"St.Gallen-Winkeln","112.4","2009",
"Winterthur Reutlingen","112.5","2012",
"Tamins","112.9","2015",
"Aesch","113","2009",
"Mönchaltorf","113","2016",
"Leytron","113.1","2013",
"Horgenberg","113.1","2015",
"Oberegg","113.2","2012",
"Jonschwil","113.2","2016",
"Kappel am Albis","113.2","2013",
"Berg","113.4","2013",
"Zürich","113.4","2012",
"Ebnat-Kappel","113.4","2012",
"Balgach","113.4","2016",
"Knonau","113.5","2011",
"Speicher","113.8","2012",
"Turtmann","113.8","2012",
"Aadorf","114","2011",
"Niederneunforn","114.1","2012",
"Thun","114.3","2015",
"Thun","114.3","2015",
"Freidorf","114.4","2012",
"S. Antonino","114.5","2015",
"Detligen","114.6","2013",
"Tschugg","114.7","2011",
"Neftenbach","114.8","2015",
"Lyssach","114.8","2011",
"Opfikon","114.9","2012",
"Oberhallau","115.1","2011",
"Vuisternens-en-Ogoz","115.1","2011",
"Trubschachen","115.1","2010",
"Sursee","115.2","2015",
"Luven","115.2","2015",
"Sarn","115.3","2015",
"Mitlödi","115.4","2015",
"Plaffeien","115.8","2012",
"Rheinfelden","116","2010",
"Sarnen","116","2012",
"Däniken","116.1","2011",
"Dizy","116.2","2012",
"Flawil","116.2","2010",
"Steffisburg","116.3","2013",
"Neuheim","116.5","2013",
"Braunau","116.5","2012",
"Alchenstorf","116.6","2012",
"Puidoux","116.6","2012",
"Kallern","116.7","2008",
"Buch bei Märwil","116.7","2016",
"Zug","116.8","2015",
"Zug","116.8","2015",
"Buttisholz","116.9","2013",
"Zimmerwald","117","2009",
"Giswil","117.5","2016",
"Hagenbuch","117.5","2014",
"Kirchberg","117.6","2011",
"Niederrohrdorf","117.7","2016",
"Grandevent","117.8","2012",
"Degersheim","118","2011",
"Benken","118","2015",
"Froideville","118","2012",
"Gossau","118.1","2012",
"Winikon","118.3","2013",
"Otelfingen","118.3","2011",
"Sursee","118.6","2015",
"Ruswil","118.7","2014",
"Thörigen","118.8","2015",
"Schnottwil","118.8","2012",
"Wichtrach","119","2012",
"Gais","119","2012",
"Fleurier","119.1","2011",
"Langenthal","119.1","2013",
"Aeschi bei Spiez","119.1","2016",
"Appenzell","119.3","2012",
"Luzern","119.5","2009",
"Furna","119.6","2015",
"Tuggen","119.6","2015",
"Liestal","119.6","2013",
"Eichberg","119.6","2016",
"Wangen b. Dübendorf","119.6","2012",
"Seon","119.7","2009",
"Muri","119.7","2017",
"Disentis/Mustér","119.7","2009",
"Esslingen","119.8","2010",
"Diegten","120","2008",
"Niederwangen","120","2012",
"Krummenau","120.1","2014",
"Corcelles-près-Payerne","120.1","2013",
"Subingen","120.1","2016",
"Hochdorf","120.3","2011",
"Hochdorf","120.3","2011",
"Ettiswil","120.4","2011",
"Uzwil","120.6","2012",
"Savognin","120.6","2013",
"Laupersdorf","120.7","2015",
"Spreitenbach","120.8","2011",
"Meierskappel","121","2013",
"Aesch","121.2","2011",
"Chur","121.4","2014",
"Monthey","121.5","2012",
"Horn","121.9","2015",
"Altnau","122","2012",
"Rossrüti","122.1","2015",
"Waltensburg","122.1","2010",
"Utzenstorf","122.1","2014",
"Unterwasser","122.2","2011",
"Stoos","122.2","2013",
"Unterstammheim","122.4","2011",
"Attiswil","122.6","2011",
"Escholzmatt","122.7","2015",
"Siviriez","122.7","2016",
"Chessel","122.8","2011",
"Melide","122.9","2008",
"Fällanden","123.2","2012",
"Frick","123.4","2012",
"Homburg","123.4","2009",
"Alberswil","123.4","2017",
"Samstagern","123.6","2008",
"Tägerwilen","123.7","2013",
"Bussigny","123.8","2014",
"Unterlunkhofen","123.8","2012",
"Rümlang","124","2013",
"Lienz Plona","124","2009",
"Satigny","124","2011",
"Arconciel","124.1","2012",
"Ried-Mörel","124.2","2011",
"Busswil bei Melchnau","124.2","2011",
"Grafenried","124.3","2011",
"Rizenbach","124.4","2011",
"Untersiggenthal","124.7","2011",
"Menznau","124.8","2014",
"Gisikon","124.8","2012",
"Oberarth","124.9","2012",
"Balgach","125","2015",
"Kottwil","125.1","2015",
"Habschwanden","125.6","2015",
"Esslingen","125.6","2013",
"Basel","125.6","2010",
"Andwil","125.7","2011",
"Niederglatt","125.8","2008",
"Brügglen","125.9","2016",
"Oberscherli","125.9","2011",
"Frauenfeld","126","2014",
"Obernau","126","2012",
"Lyssach","126","2014",
"Oberentfelden","126","2016",
"Bözen","126","2016",
"Kägiswil","126.2","2017",
"Gommiswald","126.3","2017",
"Ruswil","126.4","2008",
"Paspels","126.4","2009",
"Ermensee","126.4","2011",
"Boussens","126.4","2012",
"Plan-Les-Ouates","126.4","2011",
"Edlibach","126.5","2015",
"Vella","126.8","2010",
"Lengnau","126.9","2013",
"Yvorne","127.2","2012",
"Hettiswil","127.2","2011",
"Bergdietikon","127.3","2010",
"Altdorf","127.3","2008",
"Egolzwil","127.4","2015",
"Sonvilier","127.5","2013",
"Wängi","127.6","2012",
"Neukirch (Egnach)","127.7","2015",
"Schönenbuch","127.7","2011",
"Kerns","127.7","2011",
"Uhwiesen","128","2011",
"Oetwil","128","2015",
"Mühlau","128.1","2015",
"Kägiswil","128.3","2016",
"Schmitten","128.3","2015",
"Scheid","128.7","2012",
"Dizy","128.8","2016",
"Altstätten","129","2016",
"Lyss","129","2013",
"Kägiswil","129.2","2011",
"Willisau","129.2","2015",
"Balsthal","129.3","2016",
"Schnaus","129.4","2009",
"Collonges","129.8","2015",
"Bazenheid","130","2013",
"Benken","130","2014",
"Gränichen","130.1","2015",
"Yverdon-les-Bains","130.1","2012",
"Eschenbach","130.1","2015",
"Raperswilen","130.3","2011",
"Bonstetten","130.3","2014",
"Bettwiesen","130.4","2014",
"Lajoux","130.5","2011",
"Edlibach","130.7","2014",
"Le Noirmont","130.8","2013",
"Rickenbach","130.8","2008",
"Cottens","130.8","2012",
"Meltingen","130.8","2012",
"Bubikon","130.9","2015",
"Steinmaur","131","2011",
"Bätterkinden","131","2015",
"Rüfenach","131.1","2015",
"Otelfingen","131.4","2011",
"Weggis","131.6","2015",
"Granges-prés-Marnad","131.6","2013",
"Rodersdorf","131.8","2011",
"Hirzel","131.8","2015",
"Schwyz","131.8","2013",
"Buttisholz","131.9","2010",
"Penthaz","132.2","2016",
"Schachen","132.3","2013",
"Baar","132.3","2015",
"Kölliken","132.5","2011",
"Bretzwil","132.6","2015",
"Ottoberg","132.8","2015",
"Langenthal","132.8","2013",
"Henggart","132.8","2011",
"Château-dOex","132.8","2010",
"Rüttenen","133","2011",
"Schötz","133","2011",
"Buchberg","133.2","2011",
"Müllheim","134.1","2013",
"Eyholz-Visp","134.1","2016",
"Säriswil","134.3","2015",
"Rothenthurm","134.4","2013",
"Ocourt","134.4","2015",
"Orzens","134.6","2012",
"Frauenfeld","134.7","2015",
"Hagendorn","134.7","2016",
"Rüttenen","134.9","2011",
"Staffelbach","135.2","2010",
"Kerns","135.2","2013",
"Limpach","135.3","2012",
"Wildegg","135.4","2011",
"Lömmenschwil","135.6","2013",
"Buochs","136.1","2012",
"Ruppoldsried","136.5","2012",
"Hörhausen","136.7","2013",
"Sempach","136.7","2016",
"Domat/Ems","136.8","2011",
"Seewen","136.9","2015",
"Schneisingen","137","2015",
"Pratteln","137","2011",
"Huttwil","137.9","2015",
"Pensier","138","2013",
"Gränichen","138","2011",
"Walzenhausen","138.1","2013",
"Bächli","138.3","2013",
"Meikirch","138.6","2013",
"Rances","138.7","2013",
"Vétroz","138.8","2012",
"Samstagern","138.8","2013",
"Pratteln","139.1","2015",
"Reng","139.1","2011",
"Lyss","139.4","2012",
"Les Ponts-de-Martel","139.5","2011",
"Ueberstorf","139.9","2013",
"Rosshäusern","139.9","2011",
"Homburg","140","2015",
"Rodersdorf","140.1","2013",
"Basel","140.2","2011",
"Fislisbach","140.2","2012",
"Hinwil","140.3","2015",
"Ropraz","140.4","2015",
"Moosseedorf","140.4","2011",
"Frieswil","140.4","2011",
"Sarnen","140.7","2010",
"Knutwil","140.7","2013",
"Alterswilen","140.8","2011",
"Sevelen","141","2013",
"Weesen","141.1","2011",
"Grenchen","141.1","2012",
"Baden","141.1","2012",
"Obernau","141.8","2009",
"Illnau","141.8","2012",
"Wädenswil","142.2","2011",
"Le Noirmont","142.5","2013",
"Sevelen","142.7","2011",
"Schönenberg","142.8","2013",
"Neudorf","143","2007",
"Appenzell","143.1","2016",
"Hofstetten","143.3","2011",
"Selzach","143.3","2010",
"Lichtensteig","143.4","2016",
"Buch am Irchel","143.5","2011",
"Hinterforst","143.6","2011",
"Steinhausen","143.8","2015",
"Würenlingen","143.9","2013",
"Hagenbuch","144","2008",
"Schwyz","144","2011",
"Weite","144","2012",
"Affeltrangen","144.5","2015",
"Kallern","144.5","2015",
"Gland","145","2010",
"Wagerswil","145.3","2013",
"Berikon","145.4","2015",
"Tägerwilen","145.6","2013",
"Hagenbuch","145.8","2014",
"Roche","145.8","2011",
"Unterramsern","146","2011",
"Willisau","146.1","2014",
"Niederwil","146.2","2015",
"Châtonnaye","146.2","2011",
"Gwatt","146.3","2013",
"Cugy","146.9","2012",
"Schwyz","147.2","2012",
"Langnau","147.4","2009",
"Kriens","147.4","2012",
"Azmoos","147.4","2015",
"Bettlach","147.6","2011",
"Wettingen","147.7","2012",
"Basel","147.8","2010",
"Lichtensteig","147.9","2016",
"Aeugst","148.5","2015",
"Klingnau","148.5","2012",
"Bazenheid","148.6","2010",
"Grandson","148.7","2009",
"Stalden","148.7","2009",
"Wolhusen","149","2012",
"Wilchingen","149.1","2011",
"Brütten","149.2","2012",
"Roggwil","149.3","2011",
"Niederhasli","149.3","2016",
"Steffisburg","149.5","2012",
"Trubschachen","149.5","2016",
"Rickenbach","150.2","2015",
"Biberist","150.2","2013",
"Esslingen","150.2","2013",
"Wangen","150.3","2012",
"Grafenried","150.4","2011",
"Uffikon","151.5","2012",
"Vesin","151.6","2011",
"Echallens","151.7","2013",
"Echallens","151.7","2013",
"Villeret","152.2","2015",
"Tatroz","152.5","2013",
"Kirchlindach","152.6","2015",
"Rickenbach","152.6","2015",
"Moudon","152.7","2008",
"Alpnach Dorf","152.8","2013",
"Villarsel-le-Gibloux","152.9","2011",
"Altstätten","152.9","2016",
"Steffisburg","153.6","2012",
"Miécourt","153.9","2012",
"Steinen","153.9","2015",
"Winterberg","154.6","2011",
"Benzenschwil","154.8","2011",
"Wittenbach","154.9","2011",
"Steinmaur","154.9","2011",
"Langenthal","155","2013",
"Tägerwilen","155","2015",
"Turbach","155","2012",
"Adlikon","155.5","2014",
"Amriswil","155.5","2015",
"Zizers","155.5","2015",
"Thun","155.6","2014",
"Castione","155.6","2013",
"Frauenfeld","155.7","2012",
"Harenwilen","155.7","2013",
"Manno","155.8","2012",
"Wattenwil","155.8","2012",
"Muraz (Collombey)","155.9","2011",
"Schweizersholz","156.1","2013",
"Niederscherli","156.5","2010",
"Riazzino","156.6","2013",
"Schwarzenburg","156.7","2013",
"Puidoux","156.8","2012",
"St-Brais","156.9","2015",
"Corgemont","157.2","2012",
"Engelburg","157.3","2010",
"Knonau","157.4","2013",
"Ennetmoos","157.5","2012",
"Horw","158","2010",
"Ruswil","158.1","2009",
"Untersiggenthal","158.3","2013",
"Dübendorf","158.8","2016",
"Vérossaz","159.1","2012",
"Eschenbach","159.3","2013",
"Ruswil","159.4","2008",
"Gempen","159.5","2012",
"Oberegg","160.2","2016",
"Bonvillars","160.4","2013",
"Seon","160.6","2015",
"Sumiswald","160.6","2010",
"Trüllikon","160.7","2012",
"Grenchen","160.7","2011",
"Oberwil","160.8","2008",
"Seengen","160.8","2013",
"Baldegg","161","2016",
"Bissegg","161","2011",
"Bronschhofen","161.3","2016",
"Kirchlindach","161.5","2013",
"Monible","161.7","2011",
"Limpach","161.8","2012",
"Kerns","161.9","2016",
"Zug","162","2016",
"Aarwangen","162.1","2013",
"Madiswil","162.2","2013",
"Baldegg","162.2","2015",
"Kulmerau","162.2","2012",
"Vuarrens","162.2","2013",
"Aubonne","162.5","2011",
"Oberkulm","162.6","2013",
"Oberegg","162.8","2008",
"Delémont","163.1","2016",
"Malters","163.1","2008",
"Tägerschen","163.4","2016",
"Treytorrens","163.8","2014",
"Eschlikon","163.9","2015",
"Wernetshausen","164","2011",
"Rudolfingen","164","2011",
"Monthey","164","2012",
"Oekingen","164.2","2017",
"Le Cerneux-Veusil","164.4","2011",
"Bannwil","164.6","2013",
"Birr","164.7","2012",
"Müstair","165","2015",
"Zweisimmen","165","2011",
"Waldkirch","165.3","2012",
"Schmerikon","165.4","2016",
"Vals","165.4","2016",
"Wolfhausen","165.4","2011",
"Kestenholz","165.4","2012",
"Menzingen","165.6","2013",
"Obergoldbach","165.6","2015",
"Sins","165.7","2010",
"Hagenwil bei Amriswil","165.9","2008",
"Oberstammheim","166.1","2010",
"Etzelkofen","166.3","2012",
"Kulmerau","166.6","2009",
"Oberglatt","166.6","2015",
"Wilen-Gottshaus","166.6","2015",
"Moosseedorf","167","2011",
"Gunzwil","167.1","2010",
"Muri","167.2","2015",
"Giswil","167.2","2015",
"Jonschwil","167.3","2012",
"Wohlen","167.4","2015",
"Savigny","167.7","2013",
"Savigny","167.7","2013",
"Bannwil","168","2013",
"Stans","168.1","2012",
"Gonten","168.2","2016",
"Rodels","168.5","2013",
"Pratteln","168.8","2009",
"Thayngen","168.8","2013",
"Hergiswil","168.9","2012",
"Trélex","169","2013",
"Belpberg","169","2015",
"Grafenried","169.1","2013",
"Buch","169.1","2012",
"Bözberg","169.2","2012",
"Kägiswil","169.3","2015",
"Wettswil","169.4","2015",
"Noréaz","169.5","2011",
"Sempach","169.5","2011",
"Messen","169.6","2010",
"Hedingen","169.7","2014",
"Wängi","169.8","2013",
"Niederbipp","169.8","2015",
"Flüeli-Ranft","170","2015",
"Epauvillers","170.2","2012",
"Ebnat-Kappel","170.6","2010",
"Gossau","171.4","2011",
"Menznau","171.6","2014",
"Emmen","171.6","2011",
"St. Ursen","171.6","2015",
"Oetwil a. d. Limmat","171.7","2013",
"Peseux","171.8","2011",
"Sissach","172","2011",
"Sissach","172","2011",
"Waltenschwil","172.8","2013",
"Mörschwil","173.2","2011",
"Aigle","173.4","2008",
"Waltenschwil","173.5","2016",
"Lenzerheide","173.6","2011",
"St-Légier-La Chiésaz","173.8","2012",
"Fenkrieden","173.9","2015",
"Knonau","174","2011",
"Thun","174.4","2012",
"Bettwil","174.5","2011",
"Gonten","174.6","2011",
"Steinmaur","174.7","2012",
"St.Ursanne","174.7","2012",
"Berg","174.7","2015",
"Buttisholz","175.4","2014",
"Provence","175.8","2014",
"Ruswil","176.4","2013",
"Hasle","176.5","2016",
"Teufen","176.5","2015",
"Sachseln","177.1","2013",
"Engwilen","177.2","2017",
"Wolfertswil","177.4","2011",
"Dussnang","177.4","2013",
"Buch","177.6","2012",
"Schupfart","177.7","2011",
"Wilihof","177.9","2011",
"Kiesen","178.3","2009",
"Rüfenach","178.3","2011",
"Andelfingen","178.4","2008",
"Oberwangen","178.4","2013",
"Ettiswil","178.7","2012",
"Pfäffikon ZH","179.3","2012",
"Buch bei Märwil","179.3","2015",
"Horn","179.4","2016",
"Otelfingen","179.8","2014",
"Erlach","180","2011",
"Oberdiessbach","180.6","2014",
"Lupfig","181","2013",
"Moudon","181","2011",
"Luven","181.4","2012",
"Bülach","181.7","2011",
"Erlinsbach","182","2010",
"Neuheim","182.1","2013",
"Wildensbuch","182.3","2015",
"Mauensee","182.3","2009",
"Hohenrain","182.3","2014",
"Jegenstorf","182.5","2013",
"Rickenbach","182.7","2015",
"Niederwil","183.6","2015",
"Erlach","183.7","2012",
"Schönholzerswilen","184","2015",
"Sevelen","184.1","2015",
"Wauwil","184.3","2015",
"Seon","185.6","2012",
"Mauren","185.6","2015",
"Niederbüren","185.9","2013",
"Bourrignon","186.7","2011",
"Wilihof","186.8","2015",
"Widnau","187.2","2011",
"Buchs","187.2","2007",
"Landquart","187.2","2013",
"Bremgarten","187.9","2013",
"Wädenswil","188.2","2013",
"Rotkreuz","188.2","2012",
"Rheinklingen","189.2","2012",
"Altikon","189.4","2011",
"Dintikon","189.6","2011",
"Malans","189.8","2014",
"Zürich","190.1","2016",
"Jaun","190.6","2012",
"Posieux","190.6","2012",
"Wittenbach","190.6","2011",
"Thierrens","191.1","2012",
"Sigigen","191.2","2012",
"Lenzburg","191.3","2012",
"Herrenhof","191.8","2013",
"Réchy","192","2012",
"Le Pâquier","192.3","2011",
"Cossonay","192.3","2013",
"Appenzell","192.7","2014",
"Tuggen","192.7","2011",
"Fischingen","192.8","2011",
"Emmenbrücke","192.9","2014",
"Auw","193.6","2012",
"Pailly","194.1","2013",
"Dussnang","194.7","2015",
"Waltenschwil","195","2011",
"Merenschwand","195","2017",
"Hildisrieden","195.1","2009",
"Weinfelden","195.4","2012",
"Uettligen","195.4","2011",
"Sion","195.5","2013",
"Châtel-St.-Denis","195.6","2012",
"Ebikon","195.8","2014",
"Oensingen","195.8","2012",
"Bettlach","196","2017",
"Le Noirmont","196.1","2014",
"Steckborn","196.2","2011",
"Winterthur","196.5","2012",
"Oschwand","196.7","2011",
"Fischenthal","196.9","2011",
"Wohlenschwil","197.4","2008",
"Winterthur","197.5","2012",
"Tägertschi","197.8","2009",
"Kiesen","197.9","2009",
"Effretikon","198","2012",
"Grosswangen","198.4","2015",
"Gunzwil","198.5","2012",
"Lanzenhäusern","199.6","2011",
"Waldkirch","199.7","2016",
"St. Ursen","199.7","2011",
"Domat/Ems","200","2013",
"Ecuvillens","200","2012",
"Villars-le-Grand","200","2015",
"Düdingen","200","2011",
"Grosswangen","200.2","2012",
"Dürrenroth","200.3","2015",
"Härkingen","200.4","2011",
"Vaulion","200.6","2012",
"Ebikon","200.7","2014",
"Rheinfelden","200.7","2012",
"Romainmôtier","200.8","2013",
"Münchenbuchsee","200.9","2015",
"Mühlethurnen","201","2012",
"Luthern","201.1","2015",
"Nussbaumen","201.4","2012",
"Horw","201.5","2012",
"Unterstammheim","202.1","2013",
"Sachseln","202.2","2009",
"Windisch","202.5","2012",
"Hessigkofen","202.6","2008",
"Menzingen","202.8","2015",
"Lengnau","202.8","2015",
"Niederbüren","202.8","2012",
"Rütihof","203","2017",
"Aigle","203.3","2016",
"Jonschwil","203.6","2011",
"Liestal","203.6","2011",
"Bachenbülach","203.7","2012",
"Villars-Sainte-Croix","204","2013",
"Buttisholz","204.1","2016",
"Friltschen","204.1","2013",
"Ebnet","204.4","2011",
"Zug","204.4","2010",
"Buchs","204.5","2013",
"St. Légier","204.8","2010",
"Heiden","205","2012",
"Thusis","205.9","2016",
"Jonen","205.9","2015",
"Eschenbach","206.8","2016",
"Oberwil-Lieli","208.6","2016",
"Waltenschwil","209","2016",
"Nunningen","209.9","2012",
"Enggistein","210","2012",
"Neu St. Johann","210","2016",
"Chur","210.1","2013",
"Niederbipp","210.3","2013",
"Villars-Sainte-Croix","211.1","2014",
"Rain","211.6","2012",
"Raron","212.2","2013",
"Egg","212.2","2016",
"Emmenbrücke","212.3","2015",
"Alvaneu-Dorf","213.2","2016",
"Charmoille","213.2","2013",
"Merenschwand","213.3","2015",
"Oberriet","213.6","2013",
"Hasle b. Burgdorf","214.2","2013",
"Henggart","214.3","2011",
"Thierrens","215","2011",
"Lausanne","215","2011",
"Balterswil","215.7","2013",
"Zielebach","215.8","2010",
"Dagmersellen","216","2009",
"Crans-près-Céligny","216","2013",
"Rorschach","216.2","2012",
"Ossingen","217.4","2011",
"Neukirch","217.6","2013",
"Embrach","217.8","2012",
"Hinwil","217.9","2012",
"Hinwil","217.9","2012",
"Hindelbank","218","2010",
"Embrach","218.1","2013",
"Les Monts de Pully","218.2","2013",
"Emmenbrücke","218.9","2013",
"Henniez","219.3","2013",
"Trin Mulin","219.4","2016",
"Meltingen","219.4","2012",
"Bex","219.5","2010",
"Langrickenbach","219.8","2016",
"Le Noirmont","220","2012",
"Berken","220.2","2015",
"Niederbüren","220.2","2016",
"Aristau","220.6","2015",
"Steffisburg","220.8","2015",
"Walliswil bei Wangen","221.2","2012",
"Wilihof","221.2","2015",
"Steinach","223.3","2012",
"Muolen","223.4","2017",
"Gossau","223.6","2016",
"Menzingen","224.1","2015",
"Landquart","224.1","2015",
"Langendorf","224.6","2013",
"Forel-Lavaux","225.1","2015",
"Sirnach","225.7","2012",
"Brig-Glis","225.8","2011",
"Jonschwil","226.7","2013",
"Pratteln","226.8","2015",
"Mauensee","228","2012",
"Schleitheim","228.3","2015",
"Dottikon","228.5","2012",
"Maienfeld","229","2015",
"Triengen","229.2","2011",
"Satigny","229.2","2011",
"Reichenburg","230","2012",
"Neukirch-Egnach","230","2013",
"Kleinwangen","230","2011",
"Winterthur","230.3","2010",
"Rafz","230.3","2012",
"Olten","230.4","2016",
"Le Cerneux-Péquignot","230.6","2015",
"Lyss","230.9","2016",
"Mettmenstetten","231.4","2016",
"Hinterforst","231.4","2012",
"St. Ursen","231.5","2011",
"Ruswil","231.5","2011",
"Fischingen","232.1","2016",
"Unterseen","233","2013",
"Willisau","233.2","2013",
"Villigen","233.3","2011",
"Schaffhausen","233.5","2013",
"Ebikon","234.5","2013",
"Baden-Dättwil","235.6","2015",
"Einsiedeln","236.3","2011",
"Rüeggisberg","236.3","2014",
"Näfels","236.8","2015",
"Tuggen","236.9","2013",
"Konolfingen","237.3","2013",
"Hohenrain","237.8","2015",
"Altbüron","238","2012",
"Büsserach","238.4","2010",
"Gunzwil","238.5","2017",
"Gunzwil","238.5","2017",
"Huttwil","239.2","2013",
"Etoy","239.9","2012",
"Beromünster","240.6","2016",
"Sempach","241","2012",
"Ramsei","241.3","2012",
"Reitnau","241.5","2013",
"Missy","243.3","2012",
"Vevey","243.5","2013",
"Amlikon-Bissegg","244","2010",
"Escholzmatt","244.2","2011",
"Bütschwil","244.2","2010",
"Fulenbach","244.6","2013",
"Naters","244.8","2011",
"Lengnau","245.3","2013",
"Bossonnens","245.4","2012",
"Eschenbach","245.4","2015",
"Oberriet","245.9","2009",
"Eich","245.9","2013",
"Yvonand","246","2013",
"Neuhaus","246.5","2015",
"Auw","246.5","2012",
"Berolle","246.7","2012",
"Schaffhausen","247.5","2010",
"Düdingen","247.8","2011",
"Bex","247.8","2012",
"Grüsch","248","2016",
"Sargans","248.1","2011",
"Reichenburg","248.2","2015",
"Rafz","248.2","2010",
"Wauwil","248.4","2013",
"Weinfelden","248.7","2011",
"Brig-Glis","249.3","2012",
"Geuensee","249.6","2011",
"Luzern","249.6","2015",
"Olten","249.9","2012",
"Kestenholz","250","2011",
"Küssnacht am Rigi","250.4","2011",
"Füllinsdorf","251.2","2014",
"Sigigen","251.4","2012",
"Mendrisio","251.6","2012",
"Zug","251.7","2012",
"Lienz","252.5","2016",
"Lienz","252.5","2016",
"Boswil","253.1","2011",
"Zunzgen","253.2","2013",
"Sempach Station","253.2","2015",
"Cortébert","253.3","2015",
"Zürich","253.5","2012",
"Trimmis","254.8","2014",
"Lengnau","255.8","2015",
"Sattel","255.8","2016",
"Neukirch","255.9","2017",
"Zweisimmen","256","2012",
"Cronay","256.4","2012",
"Oberwil","256.8","2014",
"Rickenbach","258","2011",
"Hellbühl","258.1","2011",
"Münchenstein","258.2","2011",
"Schüpfheim","258.6","2015",
"Urtenen-Schönbühl","259","2012",
"Arlesheim","259.2","2011",
"Sevelen","260","2013",
"Amlikon-Bissegg","260.7","2015",
"Flawil","260.7","2010",
"Bern","260.9","2013",
"Subingen","261.9","2008",
"Diepoldsau","261.9","2013",
"Benken","262.8","2011",
"Untersiggenthal","263.4","2010",
"Altbüron","263.4","2008",
"Diepoldsau","263.6","2013",
"Seedorf","265.3","2012",
"Eschenbach","265.7","2015",
"Alpnach Dorf","266.8","2013",
"Autigny","266.8","2013",
"Winkel","268.7","2015",
"Rhäzüns","268.7","2014",
"Yverdon","270","2011",
"Boncourt","270.3","2011",
"Kirchberg","270.3","2013",
"Carouge","270.4","2006",
"Kesswil","270.7","2015",
"Langenthal","270.7","2012",
"Watt","271.3","2013",
"Untervaz","271.6","2015",
"Wattwil","272","2015",
"Lamboing","272.6","2010",
"Selzach","273.2","2013",
"Les Breuleux","273.6","2014",
"Widnau","274","2016",
"Widnau","274","2016",
"Braunau","274.4","2015",
"Bourrignon","275.2","2012",
"Düdingen","275.7","2011",
"Dottikon","276.6","2016",
"Gümmenen","276.8","2013",
"Walterswil","276.9","2011",
"Gwatt","278.2","2013",
"Rossens","278.6","2016",
"Amriswil","279.5","2014",
"Biglen","280","2012",
"Auw","280","2015",
"Genolier","280.4","2013",
"Neuenkirch","280.7","2013",
"Grossdietwil","280.9","2008",
"Diessenhofen","281.3","2013",
"Zug","282.1","2012",
"Worb","282.4","2015",
"Wattwil","282.4","2014",
"Ammerswil","284","2014",
"Schenkon","284.6","2012",
"Praratoud","285","2012",
"Landquart","285.1","2015",
"Amlikon-Bissegg","285.8","2013",
"Gossau","287.3","2011",
"Märstetten","287.9","2016",
"Chavornay","288","2011",
"Mauren","290","2015",
